Unnamed: 0,index,user_name,date,text,label,topic,cls_result,vote
29499,"""아이스""",dw05cymoosae,2018-08-21 18:01:26,"아이스 : 우리 정말 이래도 돼?ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ

토끼 : 귀.. . ......여.. . ...워. .. .....(ㅂㅏ스라짐 pic.twitter.com/fUraRVbsRm",0,41,0,0
80667,"""아이스""",bird_sangong,2019-04-13 17:20:24,앗 파라다이스 말고 다른 것들도 주셨던 거! 모모랑 전에 장미향 난다고 하신 건 여름에 먹으려고 아직 안먹었거든요>< 먹... 먹었던가 여튼 아이스가 어울린다고 하신 건 아직 남아있어요ㅇ▽ㅇ비님도 주무실 땐 따땃하게 주무십셔ㅠㅠㅠㅠ,0,-1,0,0
91679,"""아이스""",onlyforXiumin_,2019-05-21 13:01:47,헉 아이스캐슬은조은것같아요 !!! 대박 .... 앞에시우밍은빼고요 .(단호,0,-1,0,0
100032,"""아이스""",LGS_ONEDAY,2019-05-23 05:31:48,오늘은 점심을 같이 먹었어요. 매운 거 못 먹는다니까 강팀장 꼭 이런거 먹으러오지... 후식은 아이스 아메리카노. pic.twitter.com/zDv16uAcEC,0,-1,0,0
18096,"""도리도리""",Epecia_7,2018-07-19 14:39:38,"아냐 안돼요 그런 거 사시는 거 아냐(도리도리
여러가지 있어서 뛰어서 돌아다니는거랑 요리사 튀김 납품이랑 다른 것들이 나뉘어져있어요! 해보고 기루님 안되시면 제가 만들어드릴테니까 사지 마세요..",0,10,0,0
3808,"""물뽕""",an314685,2018-07-30 07:27:01,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
←▲*★%↑ pic.twitter.com/jfIbJI9PfF",1,2,1,1
84853,"""아이스""",Insul_Teesul_,2019-04-27 15:04:03,카넬님과 아이스림과 케이크♡♡♡♡♡♡♡♡ pic.twitter.com/UPtukXBWDz,0,-1,0,0
49307,"""아이스""",_L_ANA_,2018-07-29 17:00:49,ㅜㅜㅜㅡ 아이스 요즘 제가 잘ㅇㅏㄴ풀었긴 했네요 ㅋㄱㄱㄱ구ㅜㅜ조조아요 같이 마니마니 풀어요!~!~!!♡!♡!)!!!!!,0,-1,0,0
1034,"""물뽕""",9TRaD7HiF0I42S1,2018-07-17 22:53:16,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

□]$←← pic.twitter.com/Rhz6yxCiPI",1,3,1,1
85509,"""아이스""",han76358247,2019-04-25 15:36:07,집에 오자마자 뻗은 사람은 가족들 자는 시간에 일어나 짜파게티를 끓어먹고 있으며 근데 아이스도 땡기고 밖엔 비가 오고.....,0,10,0,0
59750,"""크리스탈""",_MyoZzZ,2019-05-02 02:02:01,저도ㅋㄱㄱㅋㅋㅋ 떼탈출 후반에 추락 많이하는데ㅋㅋㅋㅋ 걍 크리스탈써서 다시 살려요ㅋㅋㅋ큐ㅠㅜㅜ 아까운 크리스탈...,0,6,0,0
2995,"""물뽕""",an314685,2018-07-23 18:29:37,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
{→＆○}= pic.twitter.com/S8YUlWIryA",1,4,1,1
3820,"""물뽕""",elije35,2018-07-30 05:22:51,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
@~★''! pic.twitter.com/kkMHOFdcPR",1,0,1,1
89408,"""아이스""",lazyyeahee,2019-04-24 01:56:53,딸기잼과 고다치즈 파니니. 커피는 에티오피아 구지 오도 사키소(Ethiopia Guji Odo Shakiso)인데 달달하면서 산뜻한 산미입니다. 요게 딸기잼의 그 진득하고 졸인 맛이랑 잘 어울려요. 아이스 드립커피로 마시면 진짜 맛있겠다... pic.twitter.com/FB4kpObdH6,0,-1,0,0
57880,"""크리스탈""",Ryu_Inha__,2019-04-26 05:39:28,"크리스탈 드랍 양이라도 좀 늘려봐라...
쪼잔하게 주지말고ㅠ",0,7,0,0
22717,"""도리도리""",seeseadukchun,2018-08-13 17:16:52,덕춘이 완전히 새겨진 글자를 읽을 수 있을 정도가 되었어 아무 생각 없이 해... 원맥? 하고 읊은 덕춘은 아차 지금 사과하고 있었지 하고서 도리도리 정신을 차린 후 자신의 앞 벤치에 앉아 있는 남자를 봤는데 그 남자도 자기 오른쪽 손 약지를 보며 이름을 읊고 있는 게 아니겠어,0,1,0,0
51238,"""아이스""",IZHN_GRL,2018-07-13 08:36:37,..!(눈을 반짝이며 아이스 박스를 빠안히 쳐다보았어.),0,-1,0,0
5924,"""크리스탈""",Yellow_lanner_,2018-07-02 10:28:42,번역해보니까 무속성 크리스탈 어디서 나오냐고 물어보는것같아요(ㅋㅋㅋㅋㅋ,0,-1,0,0
2770,"""물뽕""",yeju0854,2018-08-07 19:47:52,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
;|＆＃☆ pic.twitter.com/qbWMSh2Gdh",1,2,1,1
10926,"""크리스탈""",Hwaryun_story,2018-08-01 09:06:12,크리스탈 캣는데 중보석하나가 10개 이상인건 첨이엇음 pic.twitter.com/bub7XN1Boc,0,-1,0,0
3440,"""물뽕""",48b0b941fbe040d,2018-07-25 23:28:34,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

#←▽◇|◎ pic.twitter.com/CuiNyQoTXX",1,3,1,1
1493,"""물뽕""",jihe_eeee,2018-08-12 08:01:50,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
★←←""＃● pic.twitter.com/f3rIcF7rct",1,0,1,1
12277,"""크리스탈""",Shark_rice_bowl,2018-08-30 10:11:22,크리스탈캔디 키우고싶아,0,7,0,0
75864,"""도리도리""",INIA_POPO,2019-05-04 05:31:38,(도리도리도리. 아니에요!),0,12,0,0
32546,"""아이스""",YeSsa526,2018-08-22 07:02:31,아프리카 아이스잭 사실 분 ^^... 반값에 드림,0,-1,0,0
63371,"""크리스탈""",Crystal_V1004,2019-05-30 05:21:14,"#BTS_V #태형 #방탄소년단뷔
#V #taehyung @BTS_twt
(cr. 누나홀)

저장 https://img1.daumcdn.net/thumb/R1280x0/?scode=mtistory&fname=https%3A%2F%2Fk.kakaocdn.net%2Fdn%2FnXTNQ%2FbtqvHi4lFhs%2Fxa7xC87hdmSs3u9K7byF4K%2Fimg.gif …pic.twitter.com/Nk0WFQ7YXh",0,71,0,0
20757,"""도리도리""",La_odi_ce,2018-08-28 04:30:33,필사적으로 도리도리하지마 도로롱,0,14,0,0
1725,"""물뽕""",xPVbBwT053ZQqZ5,2018-08-21 05:17:11,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
`←@@- pic.twitter.com/WHaDsNxkxH",1,2,1,1
868,"""물뽕""",klove1334,2018-07-21 12:17:37,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
`#←◆●| pic.twitter.com/TouYlYJDdv",1,4,1,1
997,"""물뽕""",bluemoon9097,2018-07-05 16:40:44,"비아그라 여기클릭→카톡:GOD56
발기부전
비아그라구입
발기부전치료
비아그라부작용
물뽕구입하는곳
시알리스복용법
오사카지진
일본지진
월드컵

*%@%^@",1,62,1,1
43624,"""아이스""",In_the_sl,2018-07-27 10:43:42,"( 쓰담 ) 우리사이에 폐가 있냐. 정말 그거면 되냐? 아, 아이스 아메리카노 샷추가에... 아이스티 하나요. ( 주문을 하고 널 이끌고 자리에 앉는다. )",0,-1,0,0
47053,"""아이스""",BTS_holiksuga,2018-08-02 16:44:32,"더워쪄죽고 녹을수잇는 잠실 밤샘 준비물
쿨팩
아이스팩
쿨워터
아이스워터
얼음
얼음팩
선풍기
선풍기
선풍기
선풍기
선풍기
아이스크림
아이스박스
차가운물
더 차가운물
얼음물
    .
아빠의 탐나는 얼음손수건  . . . 
이정도면 내가 녹지는 않겟지 ??",0,1,0,0
3596,"""물뽕""",realsoulace1,2018-07-31 18:45:34,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
-#※$☆★ pic.twitter.com/PZIDi9kioI",1,0,1,1
1671,"""물뽕""",jihe_eeee,2018-08-21 23:29:54,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
_+◆|`□ pic.twitter.com/72qieO7OK6",1,2,1,1
104021,"""아이스""",HarenP1205,2019-05-31 06:25:54,"그래?
그럼 섹스하자",0,-1,0,0
73290,"""도리도리""",opop_09,2019-05-21 08:44:26,으아니야아아아ㅏㅏㅏ그런미래 받아들일 수 없어요(도리도리,0,8,0,0
34438,"""아이스""",snowwhite_671,2018-08-29 14:37:38,"포숑 애플티 냉침
아직 더우니 아이스티만 마신다
난 개인적으로 이 차는 핫보다 아이스가 좋더라 뜨거우면 수렴성이 강해져서 부담시러어 pic.twitter.com/oQcUKFoL5Z",0,-1,0,0
83099,"""아이스""",onss_on,2019-04-11 17:20:18,"메킷레인이 쇼미나가서 얻은것
인지도, 목에 아이스, 음원, 다른 아티스트들과의 교류, 대중성

잃은것
언더부심부리던 팬들의 그땐 그랬지",0,-1,0,0
35618,"""아이스""",nikoensis_,2018-08-14 07:52:33,아이스큐림 뽕따 pic.twitter.com/gwVslp9fEz,0,5,0,0
80002,"""아이스""",huhi90,2019-04-04 00:29:16,"콩택 사켸 때문인가 자꾸 턕욵이 취한거 보고싶음

말술대리 퀑븭이랑 알쓰부장 턕욵

부장 완전 얼음의 아이스왕자로 유명하지

딱딱하게 일만 하고 완전 쟈가운 사람..
스몰토크는 무슨 사적인 부분으로 대화해본 사람이 일절 없을정도

게다가 직원들이랑 같이 밥 한 번 먹은적 없슴",0,1,0,0
71777,"""도리도리""",_X_z_80,2019-05-18 08:36:30,"좌심방
우심방이
도리도리",0,14,0,0
100974,"""아이스""",sizuku_10266,2019-05-27 16:25:07,"@sansam0809 안ㄴ냐세오!!!
트친소에 흔적 남겨주셔서 왓ㅅ습니다!!!

실수라면 실ㄹ숙 ! 만약 실 수가 아니라면 앞으로 잘부탁드려요!!!",0,23,0,0
2121,"""물뽕""",akv5199,2018-08-15 21:32:29,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
＆|◎▽↓＆ pic.twitter.com/xaIk13pOmD",1,0,1,1
2624,"""물뽕""",rkfkadjfka,2018-08-09 12:48:37,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
■!^▲!★ pic.twitter.com/gKNws37drC",1,0,1,1
1887,"""물뽕""",dreamer_om,2018-08-03 17:01:09,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
◇§-{☆# pic.twitter.com/FU9DuYPJhD",1,2,1,1
57561,"""크리스탈""",20379O,2019-04-19 13:41:42,홍연 (@hong_yeon33)님 이벤트 당첨된 귀걸이!! 진짜 너무너무 예뻐요 ㅠㅠㅠ 실물이 엄청 반짝거리고 영롱한데 카메라로 다 못 담아내는 게 한일 정도로 ㅠㅠ 뒷부분에 길게 내려오는 크리스탈이 다각도로 반짝여서 착용했을 때 훨씬 돋보일 것 같은 귀걸이에요!! 예쁜 귀걸이 정말 감사합니다  pic.twitter.com/duuLSe4MO7,0,-1,0,0
80596,"""아이스""",CEAHorizon,2019-04-14 04:26:54,그럼 아이스 아메리카 YES로 하죠,0,-1,0,0
791,"""물뽕""",whiteball0902,2018-08-22 08:26:10,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
＆＆;△]| pic.twitter.com/3CibqeaVVJ",1,2,1,1
95447,"""아이스""",mmmorarin,2019-05-16 09:45:46,"190516 목 61.1kg
#모모다이어트
아침 못찌리크레이프
간식 아이스라떼
점심 치즈부대찌개 쌀밥1/2 샐러드 깍두기 숙주나물
간식 소이라떼
저녁 스프하루사메

몸무게 어쩜 좋아
생리 곧 시작하니까 그때를 노린다ㅠ
점심 치즈부대찌개 맛있었고 저녁은 야근하면서 하루사메 먹었다,, 80칼로리,, pic.twitter.com/RcXoaQ7qO0",0,21,0,0
832,"""물뽕""",ukumchi,2018-07-03 03:36:48,"비아그랴효과 홈피  ▷▷ http://muz.so/2234d 
발기부전치료제＃
비아그라정품※
발기부전
물뽕구입하는곳
골드드래곤
@!#$@#
△△△△△

정관장 pic.twitter.com/Z2fCMMdggt",1,11,1,1
1075,"""물뽕""",hs1221kr,2018-07-16 02:20:33,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
-=+`)} pic.twitter.com/D1jQW5Ewc5",1,4,1,1
87652,"""아이스""",PPARK_KING,2019-04-16 13:05:03,(큭큭 웃으며) 그라믄 핫초코 아이스루다가.,0,16,0,0
94463,"""아이스""",_xxx_ber_xxx_,2019-05-18 10:24:28,아이스아메리카노됨,0,27,0,0
2347,"""물뽕""",sai0011301,2018-08-06 19:45:48,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
}!＆←☆▼ pic.twitter.com/x283MDz2Cb",1,0,1,1
100213,"""아이스""",Serendipity_Jya,2019-05-22 21:17:08,차를 좀 마셔야겠다 그럼..ㅠㅠ대신.. 나 그래듀 요즘 아이스 안 먹고있자너... 찬물 많이 먹지말래 단거랑,0,-1,0,0
1411,"""물뽕""",euroman0574,2018-08-16 12:28:09,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
#☆-}← pic.twitter.com/Glx6ke3nWz",1,0,1,1
1138,"""물뽕""",s98882687,2018-07-10 09:17:24,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Aldk777
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Aldk777
레비트라구입
강력드레곤구입방법
정품드레곤구입방법

yqm$1p pic.twitter.com/awNzgcXNr8",1,36,1,1
103454,"""아이스""",sumbebe_1122,2019-05-31 17:39:04,이거는요..? 정색하는 햄찌 찾기 너무 힘드러서 혀누는 아직 못찾아쓰여..pic.twitter.com/Rfqgu3RJ5F,0,10,0,0
59731,"""크리스탈""",Hyrule_Marine,2019-05-02 05:54:16,저도 크리스탈읎어여 허허,0,-1,0,0
72350,"""도리도리""",dearmyfairy27,2019-05-12 16:17:10,진짜 .. 너무 귀여워서 잠이 안오는데 어쩜녀.. 안무에 충실하려고 혼자 들썩이는것도 귀엽고 .. 손 까딱 얼굴 도리도리.. 이것저것 다 .. 아 너무 사랑스러워  pic.twitter.com/4TxZWFsvme,0,-1,0,0
865,"""물뽕""",hs1221kr,2018-07-21 18:16:17,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

*↓＆ pic.twitter.com/ZZ4BbzGh35",1,3,1,1
95946,"""아이스""",SN_is_mine618,2019-04-21 12:45:24,반갑습니다 제 아이스 초코 먹으러 오세요,0,-1,0,0
45352,"""아이스""",patra4062,2018-07-21 05:28:08,#네이처퍼블릭#아이스수딩젤#꽁꽁슈딩젤 pic.twitter.com/DrjQC8YevR,0,-1,0,0
2361,"""물뽕""",lyr7303y,2018-08-06 16:13:28,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
*←＠[; pic.twitter.com/eLLHNIKstU",1,0,1,1
1537,"""물뽕""",Rubang113,2018-08-11 18:31:47,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
◇]$+=( pic.twitter.com/EgKimBbtIu",1,0,1,1
842,"""물뽕""",gpdnjs_9612,2018-07-02 10:09:58,"비아그라 정품최저가  →→ http://iii.im/wjHv 
발기부전치료제■
비아그라구입방법※
명기
물뽕구입방법
필름형비아그라종류
^^^$#
◎◎◎◎◎

어린이손목시계 pic.twitter.com/z5vIj5gUmX",1,11,1,1
84509,"""아이스""",tawada_star,2019-05-01 14:13:39,선생님도 바밤바 드셔주세요(혹시나 안좋아하시는 아이스라면 다른것),0,51,0,0
991,"""물뽕""",mifuneryuko1,2018-07-05 20:41:00,"비아그라효과 할인→카톡:GOD56
비아그라 구입♪
비아그라 파는곳]
비아그라구입방법
비아그라부작용
비아그라
물뽕구입방법
아이코스
골드드래곤
@@%%^*
♩♩♩♩♩

강진 여고생 실종 pic.twitter.com/R7cE7csE9X",1,62,1,1
3686,"""물뽕""",godkslove10,2018-07-31 04:29:39,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
■◆-}＆( pic.twitter.com/F1N2yrqtJb",1,0,1,1
2324,"""물뽕""",ssabu14,2018-08-13 03:16:32,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
]|$■=＆ pic.twitter.com/MyO5sTn51v",1,0,1,1
45217,"""아이스""",YOOYEONSEOKcom,2018-07-21 09:16:37,"180721 커피프렌즈 유연석

배우님에게 음료 추천을 부탁드렸더니 ""더치커피 아이스로 시원하게~"" 마시라고 추천해주셨어요. 덕분에 더위 싹~ 우리 배우님 최고
#유연석 #커피프렌즈 #퍼네이션프로젝트 #yooyeonseokpic.twitter.com/s7ydA7nbPO",0,-1,0,0
100856,"""아이스""",HarenP1205,2019-05-27 22:55:48,좋아 이러면 일어날꺼야 결국pic.twitter.com/tbzFBuvLyb,0,5,0,0
43856,"""아이스""",lucid_spring,2018-07-27 02:54:01,"지금 도서관에 다녀오려는데 괜찮을라나,, 그로잉가서 아이스핸드드립도 한잔하고 오자. 아침 설거지 마치자마자 점심걱정 저녁걱정. 식간이 너무 짧다. 인간이여.",0,13,0,0
32582,"""아이스""",jhrs2jjk,2018-08-22 05:19:03,"와 페이스북 이벤트 당첨 되어서 받은 아이스 보틀 이미 쿠키가 있어서 타타 왔으면 좋겠다 생각했는데 타타옴...
내 운 뭐야 pic.twitter.com/gJtuel2rIh",0,-1,0,0
93867,"""아이스""",flying_nemmer,2019-05-13 16:24:35,오호 그렇네요 저도 얼마 전까진 따뜻한 커피를 마셨지만 요즘에는 아이스로 마셔요!! ٩(๑òωó๑)۶ 냥개빈도 영향이 있을까는 모르겠지만 밖이 더우니까 시원하게 마시면 기체 온도 내리는데 좀 도움이 되지 않을까욤,0,-1,0,0
77336,"""도리도리""",Intacto_Niab_,2019-05-27 08:23:10,... ..(도리도리. 잠이나 자자면서 침대쪽으로 너를 당겼어.),0,-1,0,0
1733,"""물뽕""",minjohi2,2018-08-21 02:17:23,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
□■▲~＠△ pic.twitter.com/upBQn2jFIU",1,2,1,1
70627,"""도리도리""",Rayspia_YS_,2019-04-29 03:50:36,(도리도리) 나루세는?,0,12,0,0
859,"""물뽕""",acehunte,2018-07-01 11:56:09,"비아그라가격 홈페이지   http://iii.im/0e14 
남성호르몬△
비아그라정품ª
시알리스정품
물뽕구입하는곳
아이코스
&^*%^
♪♪♪♪♪

개업기념품 pic.twitter.com/drQMH5fD7T",1,11,1,1
153,"""#크리스탈""",4yMpbVY1hcGb5sw,2018-07-18 15:01:09,"#아이스삽니다 #얼음삽니다
#얼음팝니다
#크리스탈
#차가운술
#작대기팝니다 
텔레그램: HoHo2020
텔레그램 : HoHo2020
명품아이스의 대부!!
명품크리스탈의 대부!!
#시원한술팝니다
#작대기삽니다
#차가운술팝니다
#아이스팝니다
#크리스탈팝니다
#시원한술
#얼음술팝니다
#빙두팝니다
.pic.twitter.com/n8qWdhQ4MI",1,-1,1,0
5672,"""크리스탈""",znehsla_51244,2018-08-25 10:13:25,시부야 스크램블 한복판에서 오빠 크리스탈 행위도 보고 pic.twitter.com/rSo8NAXMG8,0,-1,0,0
46614,"""아이스""",cheo8854,2018-08-03 14:37:35,썰tv-신동욱의 정치썰-문재인 지지율 폭락-박근혜 아이스버킷 조원진 김진태 전희경 지명 https://www.youtube.com/attribution_link?a=KtzXQLjxwJY&u=%2Fwatch%3Fv%3D_8IUR_prpEs%26feature%3Dshare …,0,47,0,0
3619,"""물뽕""",kimjungnam8478,2018-07-31 14:15:27,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

($△~@] pic.twitter.com/mzuuqV97rx",1,3,1,1
54871,"""크리스탈""",getblanket,2019-04-09 15:28:00,근데 좀 궁금하긴하다 걍 봤을때 닮은 얼굴인가?? 로제랑 크리스탈이랑 아님 저사진이 그렇게 나온건가,0,-1,0,0
2654,"""물뽕""",wjdgus9929,2018-08-09 03:53:03,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
△◇＆＃ pic.twitter.com/F40OrZyXHB",1,0,1,1
63609,"""크리스탈""",Crystal_V1004,2019-05-29 02:46:25,"#BTS #태형 #방탄소년단뷔
#V #taehyung @BTS_twt

저장 https://img1.daumcdn.net/thumb/R1280x0/?scode=mtistory&fname=https%3A%2F%2Fk.kakaocdn.net%2Fdn%2FbCDYkR%2FbtqvFgZk9QL%2FdCYVg8pPkpDV3IMc8pBhQk%2Fimg.gif …pic.twitter.com/SulM427HVr",0,71,0,0
7028,"""크리스탈""",mlDn_SU,2018-07-27 05:35:04,"아 그러네! 홈월드에서도 그런게 있었다면 자신의 말을 들어주는 옐로와 블루를 상상했을까 싶기도 하고..맞아요..크리스탈 심장! 로즈까지 5명이 퓨전한건가 싶긴 한데 그래도 그 심장은 이해가 안 되져.. 무슨 사람 몸같잖아요.
폭챱 저는 실수가 없었다면 멋진 결과가 나올 수 없었을거야~하는",0,1,0,0
96846,"""아이스""",fslove08,2019-04-20 01:13:13,"190419 아이스 판타지아
차준환
#차준환 #JunhwanCHA
#아이스판타지아 #icefantasia2019pic.twitter.com/eI3wNjWx3P",0,44,0,1
22639,"""도리도리""",Dream_is_love_,2018-08-14 07:07:56,졘오랑 사귀는게 워낙 스펙타클 어메이징 스토리라 약간 그런쪽 완전 잊어가고 있었다. 가끔 오지랖 넓은 애들이 진도를 물어보긴 했으나 그럴때마다 동역이 그냥 고개만 도리도리 한다. 둥둥 떠다니는 졘오의 순진한 얼굴이 뿅 하고 보이는 것 같아서...,0,13,0,0
2731,"""물뽕""",leejoungchon,2018-08-08 08:07:07,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
!△;◆!★ pic.twitter.com/KY0CEf981I",1,0,1,1
41688,"""아이스""",greenwindkun,2018-08-10 09:05:36,"주문한 밀크티 아이스(4700원)와 망고스무디(5700원)

그리고 서비스라며 갓 구운 쿠키도 주심;;;
와 쿠키가 뜨거운거 처음만져봐 진짜 맛있다...

이렇게 좋은곳을 제가 볼라뵈었습니다... 자주올게요 pic.twitter.com/HO3sF0pRQC",0,-1,0,0
95808,"""아이스""",BTS_V_LQVER,2019-04-21 15:33:46,ㅅㅂ 호프아이스가 팬싸를 왜가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,6,0,0
27200,"""아이스""",Navy_Gold_Light,2018-07-02 23:19:31,또 아이스츄 이런 풍인가요...?(한숨,0,-1,0,0
14691,"""도리도리""",ke_shi_GB,2018-07-16 14:03:24,"그런가.. (고개를 절레 절레 저으며) 아니, 그 인간은 친절과는 거리가 멀어. 그냥 바보인 거지.. 아..아니 그보다 나처럼이라니..! 정말 나는 친철한 게 아니래도... (더 격한 도리도리) 친절이랑 어울리는 사람은 전에도 말했지만 내가 아니라 연이씨라고..!",0,1,0,0
53939,"""물뽕""",QuCwKwm9QKIBjQ0,2019-04-22 08:13:06,"안녕하세요 이글을보시고 있을여성분들을 위해 몇자적었습니다
여성을 짐승으로 보는 이런인간쓰레기같은놈들때문에 제가 물뽕이라는마약구입했던놈 증거자료올립니다
최광명 / 010-6516-6146 인천 연수구 연수동 599-1 이리음3 2019년 4월4일이새끼 마약구입했습니다
여성을골뱅이 만들겠다고했어요 pic.twitter.com/oJIGvwc5pU",0,-1,0,0
82051,"""아이스""",idtuyn23,2019-04-03 11:08:18,당떨어지니가 아이스초코 해먹어야지,0,45,0,0
38764,"""아이스""",realv0524,2018-08-07 04:04:21,@JUNGTW_LEO 우니도 맛있는거먹어ㅠㅠㅠ두개먹어 후식으로 아이스큼림도 꼭 머거ㅠㅠㅠㅠㅠㅠㅠ,0,-1,0,0
